,drg_definition,provider_id,provider_name,provider_street_address,provider_city,provider_state,provider_zip_code,hospital_referral_region_hrr_description,total_discharges,average_covered_charges,average_total_payments,average_medicare_payments,average_consumer_payments,State,govenors_party_in_2017,state_party,total_covered_charges,total_payments,total_medicare_payments,total_consumer_payments,per capita average covered charges,per capita average total payments,per capita average medicare payments,per capita average consumer payments,per capita average covered - per capita average total payments
10227,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,50007,MILLS-PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,CA,94010,CA - San Mateo County,11,121535.0,30561.91,29487.73,1074.1800000000003,California,D,CA- D,1336885.0,336181.01,324365.02999999997,11815.980000000003,121535.0,30561.91,29487.729999999996,1074.1800000000003,90973.09
10377,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,50013,ADVENTIST HEALTH ST HELENA,10 WOODLAND ROAD,SAINT HELENA,CA,94574,CA - Napa,16,166729.44,30489.81,29509.81,980.0,California,D,CA- D,2667671.04,487836.96,472156.96,15680.0,166729.44,30489.81,29509.81,980.0,136239.63
10732,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,50025,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,200 WEST ARBOR DRIVE,SAN DIEGO,CA,92103,CA - San Diego,40,115096.45,35662.55,31500.72,4161.830000000002,California,D,CA- D,4603858.0,1426502.0,1260028.8,166473.20000000007,115096.45,35662.55,31500.72,4161.830000000002,79433.9
11249,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,50039,ENLOE MEDICAL CENTER,1531 ESPLANADE,CHICO,CA,95926,CA - Chico,13,130725.92,23783.15,22874.23,908.9200000000019,California,D,CA- D,1699436.96,309180.95,297364.99,11815.960000000025,130725.92,23783.15,22874.23,908.9200000000019,106942.77
11563,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,50047,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,2333 BUCHANAN STREET,SAN FRANCISCO,CA,94115,CA - San Francisco,21,134492.33,36658.24,32980.71,3677.529999999999,California,D,CA- D,2824338.9299999997,769823.0399999999,692594.91,77228.12999999998,134492.33,36658.24,32980.71,3677.529999999999,97834.08999999998
11564,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,50047,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,2333 BUCHANAN STREET,SAN FRANCISCO,CA,94115,CA - San Francisco,13,97007.08,33177.77,24696.85,8480.919999999998,California,D,CA- D,1261092.04,431311.00999999995,321059.05,110251.95999999998,97007.08,33177.77,24696.85,8480.919999999998,63829.310000000005
12382,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,50077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,92103,CA - San Diego,15,189208.73,29323.87,28114.8,1209.0699999999997,California,D,CA- D,2838130.95,439858.05,421722.0,18136.049999999996,189208.73,29323.87,28114.8,1209.0699999999997,159884.86000000002
12383,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,50077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,92103,CA - San Diego,15,193661.2,23842.87,22519.6,1323.2700000000004,California,D,CA- D,2904918.0,357643.05,337794.0,19849.050000000007,193661.2,23842.87,22519.6,1323.2700000000004,169818.33000000002
12767,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,50093,SAINT AGNES MEDICAL CENTER,1303 E HERNDON AVE,FRESNO,CA,93710,CA - Fresno,20,114960.3,25191.65,24341.85,849.8000000000029,California,D,CA- D,2299206.0,503833.0,486837.0,16996.00000000006,114960.3,25191.65,24341.85,849.8000000000029,89768.65
12768,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,50093,SAINT AGNES MEDICAL CENTER,1303 E HERNDON AVE,FRESNO,CA,93710,CA - Fresno,42,108220.9,21251.48,19608.14,1643.3400000000001,California,D,CA- D,4545277.8,892562.16,823541.88,69020.28,108220.9,21251.48,19608.14,1643.34,86969.42
13005,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,50100,SHARP MEMORIAL HOSPITAL,7901 FROST ST,SAN DIEGO,CA,92123,CA - San Diego,23,117027.26,25514.57,19046.35,6468.220000000001,California,D,CA- D,2691626.98,586835.11,438066.05,148769.06000000003,117027.26,25514.57,19046.35,6468.220000000001,91512.69
13281,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,50107,MARIAN REGIONAL MEDICAL CENTER,1400 E CHURCH ST,SANTA MARIA,CA,93454,CA - Santa Barbara,29,164628.38,20539.41,18523.1,2016.3100000000013,California,D,CA- D,4774223.0200000005,595642.89,537169.8999999999,58472.990000000034,164628.38,20539.41,18523.1,2016.310000000001,144088.97
13414,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,50108,"SUTTER MEDICAL CENTER, SACRAMENTO",2825 CAPITOL AVENUE,SACRAMENTO,CA,95816,CA - Sacramento,16,138344.56,32629.88,31467.0,1162.880000000001,California,D,CA- D,2213512.96,522078.08,503472.0,18606.080000000016,138344.56,32629.88,31467.0,1162.880000000001,105714.68
13415,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,50108,"SUTTER MEDICAL CENTER, SACRAMENTO",2825 CAPITOL AVENUE,SACRAMENTO,CA,95816,CA - Sacramento,15,118572.93,31128.67,22370.4,8758.269999999997,California,D,CA- D,1778593.95,466930.05,335556.0,131374.04999999996,118572.93,31128.67,22370.4,8758.269999999997,87444.26
13542,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,50112,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,1250 16TH STREET,SANTA MONICA,CA,90404,CA - Los Angeles,25,80467.12,29322.24,25825.76,3496.480000000003,California,D,CA- D,2011678.0,733056.0,645644.0,87412.00000000009,80467.12,29322.24,25825.76,3496.4800000000037,51144.88
13543,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,50112,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,1250 16TH STREET,SANTA MONICA,CA,90404,CA - Los Angeles,11,66228.91,23697.45,19965.27,3732.1800000000003,California,D,CA- D,728518.01,260671.95,219617.97,41053.98,66228.91,23697.45,19965.27,3732.1800000000003,42531.46
13722,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,50116,NORTHRIDGE HOSPITAL MEDICAL CENTER,18300 ROSCOE BLVD,NORTHRIDGE,CA,91325,CA - Los Angeles,22,214482.32,26791.68,25647.5,1144.1800000000003,California,D,CA- D,4718611.04,589416.96,564245.0,25171.960000000006,214482.32,26791.679999999997,25647.5,1144.1800000000003,187690.64
13835,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,50121,ADVENTIST HEALTH HANFORD,115 MALL DRIVE,HANFORD,CA,93230,CA - Fresno,14,104115.5,21510.43,20281.0,1229.4300000000003,California,D,CA- D,1457617.0,301146.02,283934.0,17212.020000000004,104115.5,21510.43,20281.0,1229.4300000000003,82605.06999999999
14066,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,50126,VALLEY PRESBYTERIAN HOSPITAL,15107 VANOWEN ST,VAN NUYS,CA,91406,CA - Los Angeles,12,101616.25,24784.17,18714.92,6069.25,California,D,CA- D,1219395.0,297410.04,224579.03999999998,72831.0,101616.25,24784.17,18714.92,6069.25,76832.08
14595,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,23625 W R HOLMAN HIGHWAY,MONTEREY,CA,93940,CA - Salinas,13,119687.46,24356.54,23249.46,1107.0800000000017,California,D,CA- D,1555936.98,316635.02,302242.98,14392.040000000023,119687.45999999999,24356.54,23249.46,1107.0800000000017,95330.92
15264,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,50180,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,1601 YGNACIO VALLEY RD,WALNUT CREEK,CA,94598,CA - Contra Costa County,38,260264.5,32087.95,27111.18,4976.77,California,D,CA- D,9890051.0,1219342.1,1030224.84,189117.26,260264.5,32087.95,27111.18,4976.77,228176.55000000002
15456,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,50195,WASHINGTON HOSPITAL,2000 MOWRY AVE,FREMONT,CA,94538,CA - Alameda County,75,161563.17,21133.23,19923.81,1209.4199999999983,California,D,CA- D,12117237.750000002,1584992.25,1494285.75,90706.49999999987,161563.17,21133.23,19923.81,1209.4199999999983,140429.94000000003
15577,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,50204,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE,CA,93552,CA - Los Angeles,11,135581.64,21406.09,20214.82,1191.2700000000004,California,D,CA- D,1491398.04,235466.99,222363.02,13103.970000000005,135581.64,21406.09,20214.82,1191.2700000000004,114175.55
16300,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,50235,PROVIDENCE SAINT JOSEPH MEDICAL CTR,501 SOUTH BUENA VISTA,BURBANK,CA,91505,CA - Los Angeles,19,143787.37,21204.37,18884.58,2319.7899999999972,California,D,CA- D,2731960.03,402883.02999999997,358807.02,44076.00999999995,143787.37,21204.37,18884.58,2319.7899999999972,122583.0
16600,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,50239,GLENDALE ADVENTIST MEDICAL CENTER,1509 E WILSON TERRACE,GLENDALE,CA,91206,CA - Los Angeles,32,152007.19,28660.81,25561.66,3099.1500000000015,California,D,CA- D,4864230.08,917145.92,817973.12,99172.80000000005,152007.19,28660.81,25561.66,3099.1500000000015,123346.38
17171,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,50272,REDLANDS COMMUNITY HOSPITAL,350 TERRACINA BLVD,REDLANDS,CA,92373,CA - San Bernardino,28,112582.5,21415.64,20106.64,1309.0,California,D,CA- D,3152310.0,599637.9199999999,562985.9199999999,36652.0,112582.5,21415.639999999996,20106.639999999996,1309.0,91166.86
17370,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,50280,MERCY MEDICAL CENTER REDDING,"2175 ROSALINE AVE, CLAIRMONT HGTS",REDDING,CA,96001,CA - Redding,25,139396.12,29224.2,28216.36,1007.8400000000001,California,D,CA- D,3484903.0,730605.0,705409.0,25196.000000000004,139396.12,29224.2,28216.36,1007.8400000000001,110171.92
17371,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,50280,MERCY MEDICAL CENTER REDDING,"2175 ROSALINE AVE, CLAIRMONT HGTS",REDDING,CA,96001,CA - Redding,43,126634.3,24825.72,21241.35,3584.3700000000026,California,D,CA- D,5445274.9,1067505.96,913378.0499999999,154127.91000000012,126634.3,24825.719999999998,21241.35,3584.3700000000026,101808.58000000002
17604,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,50290,PROVIDENCE SAINT JOHN'S HEALTH CENTER,2121 SANTA MONICA BLVD,SANTA MONICA,CA,90404,CA - Los Angeles,33,88308.33,22760.03,21676.64,1083.3899999999994,California,D,CA- D,2914174.89,751080.99,715329.12,35751.86999999998,88308.33,22760.03,21676.64,1083.3899999999994,65548.30000000002
17605,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,50290,PROVIDENCE SAINT JOHN'S HEALTH CENTER,2121 SANTA MONICA BLVD,SANTA MONICA,CA,90404,CA - Los Angeles,16,68056.25,19215.88,17986.5,1229.380000000001,California,D,CA- D,1088900.0,307454.08,287784.0,19670.080000000016,68056.25,19215.88,17986.5,1229.380000000001,48840.369999999995
17666,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,50291,SUTTER SANTA ROSA REGIONAL HOSPITAL,30 MARK WEST SPRINGS ROAD,SANTA ROSA,CA,95403,CA - Santa Rosa,19,130697.32,41030.11,31781.37,9248.740000000002,California,D,CA- D,2483249.08,779572.09,603846.03,175726.06000000003,130697.32,41030.11,31781.370000000003,9248.740000000002,89667.21
18049,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,50308,EL CAMINO HOSPITAL,2500 GRANT ROAD,MOUNTAIN VIEW,CA,94040,CA - San Jose,20,190729.6,31809.6,31022.75,786.8499999999985,California,D,CA- D,3814592.0,636192.0,620455.0,15736.99999999997,190729.6,31809.6,31022.75,786.8499999999985,158920.0
18050,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,50308,EL CAMINO HOSPITAL,2500 GRANT ROAD,MOUNTAIN VIEW,CA,94040,CA - San Jose,18,155935.06,26903.44,21456.83,5446.609999999997,California,D,CA- D,2806831.08,484261.92,386222.94000000006,98038.97999999995,155935.06,26903.44,21456.83,5446.609999999997,129031.62000000001
18180,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,50309,SUTTER ROSEVILLE MEDICAL CENTER,ONE MEDICAL PLAZA,ROSEVILLE,CA,95661,CA - Sacramento,11,129970.45,27684.64,26936.91,747.7299999999996,California,D,CA- D,1429674.95,304531.04,296306.01,8225.029999999995,129970.45,27684.64,26936.91,747.7299999999996,102285.81
18392,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,50324,SCRIPPS MEMORIAL HOSPITAL LA JOLLA,9888 GENESEE AVENUE,LA JOLLA,CA,92037,CA - San Diego,13,113668.69,18938.92,17614.85,1324.0699999999997,California,D,CA- D,1477692.97,246205.95999999996,228993.05,17212.909999999996,113668.69,18938.92,17614.85,1324.0699999999997,94729.77
18690,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,50335,ADVENTIST HEALTH SONORA,1000 GREENLEY ROAD,SONORA,CA,95370,CA - Modesto,12,220407.92,32032.92,28753.25,3279.6699999999983,California,D,CA- D,2644895.04,384395.04,345039.0,39356.03999999998,220407.92,32032.92,28753.25,3279.6699999999983,188375.0
19053,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,50351,TORRANCE MEMORIAL MEDICAL CENTER,3330 LOMITA BLVD,TORRANCE,CA,90509,CA - Los Angeles,13,93740.69,19514.85,17475.08,2039.7699999999968,California,D,CA- D,1218628.97,253693.05,227176.04000000004,26517.00999999996,93740.69,19514.85,17475.08,2039.7699999999968,74225.84
19192,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,50357,GOLETA VALLEY COTTAGE HOSPITAL,351 S PATTERSON AVE,SANTA BARBARA,CA,93111,CA - Santa Barbara,13,150810.38,30356.54,29120.85,1235.6900000000023,California,D,CA- D,1960534.94,394635.02,378571.05,16063.97000000003,150810.38,30356.54,29120.85,1235.6900000000023,120453.84
19193,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,50357,GOLETA VALLEY COTTAGE HOSPITAL,351 S PATTERSON AVE,SANTA BARBARA,CA,93111,CA - Santa Barbara,14,112616.43,23849.5,22629.36,1220.1399999999994,California,D,CA- D,1576630.02,333893.0,316811.04000000004,17081.959999999992,112616.43000000001,23849.5,22629.360000000004,1220.1399999999994,88766.93000000001
19526,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,50380,GOOD SAMARITAN HOSPITAL,2425 SAMARITAN DRIVE,SAN JOSE,CA,95124,CA - San Jose,12,191986.17,24255.42,23163.42,1092.0,California,D,CA- D,2303834.04,291065.04,277961.04,13104.0,191986.17,24255.42,23163.42,1092.0,167730.75
20044,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,50424,SCRIPPS GREEN HOSPITAL,10666 NORTH TORREY PINES ROAD,LA JOLLA,CA,92037,CA - San Diego,13,209364.69,30813.69,28933.23,1880.4599999999991,California,D,CA- D,2721740.97,400577.97,376131.99,24445.97999999999,209364.69,30813.69,28933.23,1880.4599999999991,178551.0
20045,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,50424,SCRIPPS GREEN HOSPITAL,10666 NORTH TORREY PINES ROAD,LA JOLLA,CA,92037,CA - San Diego,32,150348.16,22913.59,18514.22,4399.369999999999,California,D,CA- D,4811141.12,733234.88,592455.04,140779.83999999997,150348.16,22913.59,18514.22,4399.369999999999,127434.57
20215,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,50438,HUNTINGTON MEMORIAL HOSPITAL,100 W  CALIFORNIA BLVD,PASADENA,CA,91109,CA - Los Angeles,11,124159.64,26818.18,25791.64,1026.5400000000009,California,D,CA- D,1365756.04,294999.98,283708.04,11291.94000000001,124159.64,26818.179999999997,25791.64,1026.5400000000009,97341.46
20216,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,50438,HUNTINGTON MEMORIAL HOSPITAL,100 W  CALIFORNIA BLVD,PASADENA,CA,91109,CA - Los Angeles,12,106166.08,21856.42,20575.17,1281.25,California,D,CA- D,1273992.96,262277.04,246902.03999999998,15375.0,106166.08,21856.42,20575.17,1281.25,84309.65999999999
20419,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,50441,STANFORD HEALTH CARE,300 PASTEUR DRIVE,STANFORD,CA,94305,CA - San Mateo County,88,260140.53,42805.67,39268.66,3537.0099999999948,California,D,CA- D,22892366.64,3766898.96,3455642.08,311256.87999999954,260140.53,42805.67,39268.66,3537.0099999999948,217334.86
20420,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,50441,STANFORD HEALTH CARE,300 PASTEUR DRIVE,STANFORD,CA,94305,CA - San Mateo County,45,229917.96,35704.16,33055.8,2648.3600000000006,California,D,CA- D,10346308.2,1606687.2000000002,1487511.0000000002,119176.20000000003,229917.96,35704.16,33055.8,2648.3600000000006,194213.8
20706,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,50454,UCSF MEDICAL CENTER,"505 PARNASSUS AVE, BOX 0296",SAN FRANCISCO,CA,94143,CA - San Francisco,59,180016.63,45384.05,37746.61,7637.440000000002,California,D,CA- D,10620981.17,2677658.95,2227049.99,450608.96000000014,180016.63,45384.05,37746.61,7637.440000000002,134632.58
20707,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,50454,UCSF MEDICAL CENTER,"505 PARNASSUS AVE, BOX 0296",SAN FRANCISCO,CA,94143,CA - San Francisco,13,121530.54,35482.08,33038.08,2444.0,California,D,CA- D,1579897.02,461267.04000000004,429495.04000000004,31772.0,121530.54000000001,35482.08,33038.08,2444.0,86048.45999999999
21187,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,50481,WEST HILLS HOSPITAL & MEDICAL CENTER,7300 MEDICAL CENTER DR,WEST HILLS,CA,91307,CA - Los Angeles,23,189033.48,21146.13,18589.52,2556.6100000000006,California,D,CA- D,4347770.04,486360.99000000005,427558.96,58802.03000000001,189033.48,21146.13,18589.52,2556.6100000000006,167887.35
21296,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,50485,LONG BEACH MEMORIAL MEDICAL CENTER,2801 ATLANTIC AVE,LONG BEACH,CA,90806,CA - Los Angeles,13,136571.62,33714.46,22854.15,10860.309999999998,California,D,CA- D,1775431.06,438287.98,297103.95,141184.02999999997,136571.62,33714.46,22854.15,10860.309999999998,102857.16
21297,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,50485,LONG BEACH MEMORIAL MEDICAL CENTER,2801 ATLANTIC AVE,LONG BEACH,CA,90806,CA - Los Angeles,13,98558.38,24850.62,20190.92,4659.700000000001,California,D,CA- D,1281258.94,323058.06,262481.95999999996,60576.100000000006,98558.37999999999,24850.62,20190.92,4659.700000000001,73707.76
21448,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,50492,CLOVIS COMMUNITY MEDICAL CENTER,2755 HERNDON AVE,CLOVIS,CA,93611,CA - Fresno,16,106446.88,20409.06,19352.06,1057.0,California,D,CA- D,1703150.08,326544.96,309632.96,16912.0,106446.88,20409.06,19352.06,1057.0,86037.82
21662,466 - REVISION OF HIP OR KNEE REPLACEMENT W MCC,50502,SAINT VINCENT MEDICAL CENTER,2131 W 3RD ST,LOS ANGELES,CA,90057,CA - Los Angeles,24,196926.25,38641.75,34996.08,3645.6699999999983,California,D,CA- D,4726230.0,927402.0,839905.92,87496.07999999996,196926.25,38641.75,34996.08,3645.6699999999983,158284.5
21663,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,50502,SAINT VINCENT MEDICAL CENTER,2131 W 3RD ST,LOS ANGELES,CA,90057,CA - Los Angeles,81,147938.62,29057.27,25703.49,3353.779999999999,California,D,CA- D,11983028.219999999,2353638.87,2081982.6900000002,271656.17999999993,147938.62,29057.27,25703.49,3353.7799999999993,118881.34999999998
21905,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,50516,MERCY SAN JUAN MEDICAL CENTER,6501 COYLE AVE,CARMICHAEL,CA,95608,CA - Sacramento,14,145483.36,25494.79,22303.71,3191.0800000000017,California,D,CA- D,2036767.0399999998,356927.06,312251.94,44675.120000000024,145483.36,25494.79,22303.71,3191.0800000000017,119988.56999999998
22196,466 - REVISION OF HIP OR KNEE REPLACEMENT W MCC,50549,LOS ROBLES HOSPITAL & MEDICAL CENTER,215 W JANSS RD,THOUSAND OAKS,CA,91360,CA - Ventura,12,331855.08,37077.83,35492.5,1585.3300000000017,California,D,CA- D,3982260.96,444933.96,425910.0,19023.96000000002,331855.08,37077.83,35492.5,1585.3300000000017,294777.25
22197,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,50549,LOS ROBLES HOSPITAL & MEDICAL CENTER,215 W JANSS RD,THOUSAND OAKS,CA,91360,CA - Ventura,27,205325.3,26120.19,22800.63,3319.5599999999977,California,D,CA- D,5543783.1,705245.13,615617.01,89628.11999999994,205325.3,26120.19,22800.63,3319.5599999999977,179205.11
22198,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,50549,LOS ROBLES HOSPITAL & MEDICAL CENTER,215 W JANSS RD,THOUSAND OAKS,CA,91360,CA - Ventura,29,210497.34,23637.69,15695.34,7942.3499999999985,California,D,CA- D,6104422.86,685493.01,455164.86,230328.14999999997,210497.34000000003,23637.69,15695.34,7942.3499999999985,186859.65000000002
22510,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,50567,MISSION HOSPITAL REGIONAL MED CENTER,27700 MEDICAL CENTER RD,MISSION VIEJO,CA,92691,CA - Orange County,11,127627.73,22123.45,21288.55,834.9000000000015,California,D,CA- D,1403905.03,243357.95,234174.05,9183.900000000016,127627.73,22123.45,21288.55,834.9000000000015,105504.28000000001
22779,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,50573,EISENHOWER MEDICAL CENTER,39-000 BOB HOPE DRIVE,RANCHO MIRAGE,CA,92270,CA - Palm Springs/Rancho Mi,28,199696.11,25527.89,24346.5,1181.3899999999994,California,D,CA- D,5591491.08,714780.9199999999,681702.0,33078.919999999984,199696.11000000002,25527.889999999996,24346.5,1181.3899999999994,174168.22
22780,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,50573,EISENHOWER MEDICAL CENTER,39-000 BOB HOPE DRIVE,RANCHO MIRAGE,CA,92270,CA - Palm Springs/Rancho Mi,39,138638.74,21963.18,18887.92,3075.260000000002,California,D,CA- D,5406910.859999999,856564.02,736628.8799999999,119935.14000000007,138638.74,21963.18,18887.92,3075.260000000002,116675.56
23010,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,50590,METHODIST HOSPITAL OF SACRAMENTO,7500 HOSPITAL DRIVE,SACRAMENTO,CA,95823,CA - Sacramento,14,162797.29,32568.5,31351.36,1217.1399999999994,California,D,CA- D,2279162.06,455959.0,438919.04000000004,17039.959999999992,162797.29,32568.5,31351.360000000004,1217.1399999999994,130228.79000000001
23183,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,50599,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,2315 STOCKTON BOULEVARD,SACRAMENTO,CA,95817,CA - Sacramento,35,287732.51,45151.49,42162.2,2989.290000000001,California,D,CA- D,10070637.85,1580302.15,1475677.0,104625.15000000002,287732.51,45151.49,42162.2,2989.290000000001,242581.02
23184,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,50599,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,2315 STOCKTON BOULEVARD,SACRAMENTO,CA,95817,CA - Sacramento,14,223027.86,37181.57,30422.86,6758.709999999999,California,D,CA- D,3122390.04,520541.98,425920.04000000004,94621.93999999999,223027.86000000002,37181.57,30422.860000000004,6758.709999999999,185846.29
23646,466 - REVISION OF HIP OR KNEE REPLACEMENT W MCC,50625,CEDARS-SINAI MEDICAL CENTER,8700 BEVERLY BLVD,LOS ANGELES,CA,90048,CA - Los Angeles,31,419866.81,50414.29,44946.94,5467.3499999999985,California,D,CA- D,13015871.11,1562842.99,1393355.1400000001,169487.84999999995,419866.81,50414.29,44946.94,5467.3499999999985,369452.51999999996
23647,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,50625,CEDARS-SINAI MEDICAL CENTER,8700 BEVERLY BLVD,LOS ANGELES,CA,90048,CA - Los Angeles,79,259477.78,30077.48,25412.63,4664.8499999999985,California,D,CA- D,20498744.62,2376120.92,2007597.77,368523.1499999999,259477.78,30077.48,25412.63,4664.8499999999985,229400.30000000005
23648,468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,50625,CEDARS-SINAI MEDICAL CENTER,8700 BEVERLY BLVD,LOS ANGELES,CA,90048,CA - Los Angeles,48,209896.33,24760.96,20789.42,3971.540000000001,California,D,CA- D,10075023.84,1188526.08,997892.1599999999,190633.92000000004,209896.33,24760.960000000003,20789.42,3971.540000000001,185135.37
24104,467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,50696,KECK HOSPITAL OF USC,1500 SAN PABLO ST,LOS ANGELES,CA,90033,CA - Los Angeles,59,151137.46,30753.66,25777.54,4976.119999999999,California,D,CA- D,8917110.139999999,1814465.94,1520874.86,293591.07999999996,151137.46,30753.66,25777.54,4976.119999999999,120383.79999999999
